Node,OpName,Count,Total_us,Total_ms
19,"AEAD_ENCRYPT_GROUP_A",1,4,0.004
19,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
19,"AUTH_VERIFY",2,670,0.67
1,"AEAD_DECRYPT_DATA",512,1366,1.366
1,"AEAD_DECRYPT_GROUP",1,2,0.002
1,"AUTH_ACK_VERIFY",1,199,0.199
1,"AUTH_GEN",1,232,0.232
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",512,4281,4.281
0,"AUTH_ACK_VERIFY",1,293,0.293
0,"AUTH_GEN",1,225,0.225
