Node,OpName,Count,Total_us,Total_ms
49,"AEAD_ENCRYPT_GROUP_A",1,4,0.004
49,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
49,"AUTH_VERIFY",2,413,0.413
1,"AEAD_DECRYPT_DATA",500,1402,1.402
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,196,0.196
1,"AUTH_GEN",1,146,0.146
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",500,4852,4.852
0,"AUTH_ACK_VERIFY",1,237,0.237
0,"AUTH_GEN",1,196,0.196
