Node,OpName,Count,Total_us,Total_ms
9,"AEAD_ENCRYPT_GROUP_A",1,4,0.004
9,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
9,"AUTH_VERIFY",2,547,0.547
1,"AEAD_DECRYPT_DATA",44,96,0.096
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,187,0.187
1,"AUTH_GEN",1,215,0.215
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",44,376,0.376
0,"AUTH_ACK_VERIFY",1,191,0.191
0,"AUTH_GEN",1,191,0.191
