Node,OpName,Count,Total_us,Total_ms
9,"AEAD_ENCRYPT_GROUP_A",1,5,0.005
9,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
9,"AUTH_VERIFY",2,436,0.436
1,"AEAD_DECRYPT_DATA",880,1812,1.812
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,225,0.225
1,"AUTH_GEN",1,195,0.195
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",880,5241,5.241
0,"AUTH_ACK_VERIFY",1,196,0.196
0,"AUTH_GEN",1,216,0.216
