Node,OpName,Count,Total_us,Total_ms
9,"AEAD_ENCRYPT_GROUP_A",1,4,0.004
9,"AEAD_ENCRYPT_GROUP_B",1,8,0.008
9,"AUTH_VERIFY",2,425,0.425
1,"AEAD_DECRYPT_DATA",500,1038,1.038
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,184,0.184
1,"AUTH_GEN",1,190,0.19
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",500,3374,3.374
0,"AUTH_ACK_VERIFY",1,194,0.194
0,"AUTH_GEN",1,182,0.182
