Node,OpName,Count,Total_us,Total_ms
2,"AEAD_ENCRYPT_GROUP_A",1,4,0.004
2,"AEAD_ENCRYPT_GROUP_B",1,2,0.002
2,"AUTH_VERIFY",2,396,0.396
1,"AEAD_DECRYPT_DATA",3,6,0.006
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,171,0.171
1,"AUTH_GEN",1,141,0.141
0,"AEAD_DECRYPT_GROUP",1,1,0.001
0,"AEAD_ENCRYPT_DATA",3,15,0.015
0,"AUTH_ACK_VERIFY",1,192,0.192
0,"AUTH_GEN",1,180,0.18
