Node,PktsSent,PktsRecv,BytesSent,BytesRecv,AvgDelay_s,Crypto_ms,InitE_J,FinalE_J
2,4,2,388,336,0.003688,0.402000,500.000000,499.096296
1,1,5,168,353,0.002813,0.319000,500.000000,499.096282
0,4,2,327,194,0.003251,0.388000,500.000000,499.096286
ALL,9,9,883,883,0.003105,1.109000,1500.000000,1497.288863
