Node,OpName,Count,Total_us,Total_ms
49,"AEAD_ENCRYPT_GROUP_A",1,5,0.005
49,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
49,"AUTH_VERIFY",2,454,0.454
1,"AEAD_DECRYPT_DATA",88,287,0.287
1,"AEAD_DECRYPT_GROUP",1,2,0.002
1,"AUTH_ACK_VERIFY",1,344,0.344
1,"AUTH_GEN",1,333,0.333
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",88,866,0.866
0,"AUTH_ACK_VERIFY",1,260,0.26
0,"AUTH_GEN",1,231,0.231
