Node,PktsSent,PktsRecv,BytesSent,BytesRecv,AvgDelay_s,Crypto_ms,InitE_J,FinalE_J
49,4,2,388,336,0.004722,0.462000,500.000000,499.026313
48,0,0,0,0,0.000000,0.000000,500.000000,499.022980
47,0,0,0,0,0.000000,0.000000,500.000000,499.022882
46,0,0,0,0,0.000000,0.000000,500.000000,499.022478
45,0,0,0,0,0.000000,0.000000,500.000000,499.025720
44,0,0,0,0,0.000000,0.000000,500.000000,499.025568
43,0,0,0,0,0.000000,0.000000,500.000000,499.023789
42,0,0,0,0,0.000000,0.000000,500.000000,499.025955
41,0,0,0,0,0.000000,0.000000,500.000000,499.022575
40,0,0,0,0,0.000000,0.000000,500.000000,499.016656
39,0,0,0,0,0.000000,0.000000,500.000000,499.024135
38,0,0,0,0,0.000000,0.000000,500.000000,499.024173
37,0,0,0,0,0.000000,0.000000,500.000000,499.022265
36,0,0,0,0,0.000000,0.000000,500.000000,499.022907
35,0,0,0,0,0.000000,0.000000,500.000000,499.025379
34,0,0,0,0,0.000000,0.000000,500.000000,499.028071
33,0,0,0,0,0.000000,0.000000,500.000000,499.029322
32,0,0,0,0,0.000000,0.000000,500.000000,499.025188
31,0,0,0,0,0.000000,0.000000,500.000000,499.021948
30,0,0,0,0,0.000000,0.000000,500.000000,499.018271
29,0,0,0,0,0.000000,0.000000,500.000000,499.024207
12,0,0,0,0,0.000000,0.000000,500.000000,499.022666
11,0,0,0,0,0.000000,0.000000,500.000000,499.020273
10,0,0,0,0,0.000000,0.000000,500.000000,499.015601
9,0,0,0,0,0.000000,0.000000,500.000000,499.023371
8,0,0,0,0,0.000000,0.000000,500.000000,499.025166
7,0,0,0,0,0.000000,0.000000,500.000000,499.025617
6,0,0,0,0,0.000000,0.000000,500.000000,499.024806
5,0,0,0,0,0.000000,0.000000,500.000000,499.026467
4,0,0,0,0,0.000000,0.000000,500.000000,499.026685
3,0,0,0,0,0.000000,0.000000,500.000000,499.027733
2,0,0,0,0,0.000000,0.000000,500.000000,499.023049
1,1,90,168,4937,0.000192,0.966000,500.000000,499.018571
0,89,2,4911,194,0.001732,1.359000,500.000000,499.016324
13,0,0,0,0,0.000000,0.000000,500.000000,499.027358
14,0,0,0,0,0.000000,0.000000,500.000000,499.027708
15,0,0,0,0,0.000000,0.000000,500.000000,499.025796
16,0,0,0,0,0.000000,0.000000,500.000000,499.022900
17,0,0,0,0,0.000000,0.000000,500.000000,499.023381
18,0,0,0,0,0.000000,0.000000,500.000000,499.025234
19,0,0,0,0,0.000000,0.000000,500.000000,499.025252
20,0,0,0,0,0.000000,0.000000,500.000000,499.015826
21,0,0,0,0,0.000000,0.000000,500.000000,499.019156
22,0,0,0,0,0.000000,0.000000,500.000000,499.022463
23,0,0,0,0,0.000000,0.000000,500.000000,499.027571
24,0,0,0,0,0.000000,0.000000,500.000000,499.026041
25,0,0,0,0,0.000000,0.000000,500.000000,499.024223
26,0,0,0,0,0.000000,0.000000,500.000000,499.020381
27,0,0,0,0,0.000000,0.000000,500.000000,499.021113
28,0,0,0,0,0.000000,0.000000,500.000000,499.022567
ALL,94,94,5467,5467,0.000321,2.787000,25000.000000,24951.174082
