Node,OpName,Count,Total_us,Total_ms
4,"AEAD_ENCRYPT_GROUP_A",1,4,0.004
4,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
4,"AUTH_VERIFY",2,324,0.324
1,"AEAD_DECRYPT_DATA",20,37,0.037
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,195,0.195
1,"AUTH_GEN",1,93,0.093
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",20,91,0.091
0,"AUTH_ACK_VERIFY",1,151,0.151
0,"AUTH_GEN",1,135,0.135
