Node,OpName,Count,Total_us,Total_ms
19,"AEAD_ENCRYPT_GROUP_A",1,6,0.006
19,"AEAD_ENCRYPT_GROUP_B",1,4,0.004
19,"AUTH_VERIFY",2,629,0.629
1,"AEAD_DECRYPT_DATA",88,262,0.262
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,253,0.253
1,"AUTH_GEN",1,129,0.129
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",88,1025,1.025
0,"AUTH_ACK_VERIFY",1,258,0.258
0,"AUTH_GEN",1,239,0.239
