Node,OpName,Count,Total_us,Total_ms
1,"AEAD_DECRYPT_DATA",512,1184,1.184
1,"AEAD_DECRYPT_GROUP",1,2,0.002
1,"AUTH_ACK_VERIFY",1,199,0.199
1,"AUTH_GEN",1,195,0.195
39,"AEAD_ENCRYPT_GROUP_A",1,4,0.004
39,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
39,"AUTH_VERIFY",2,568,0.568
0,"AEAD_ENCRYPT_DATA",512,4475,4.475
0,"AUTH_ACK_VERIFY",1,268,0.268
0,"AUTH_GEN",1,206,0.206
