Node,OpName,Count,Total_us,Total_ms
4,"AEAD_ENCRYPT_GROUP_A",1,4,0.004
4,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
4,"AUTH_VERIFY",2,461,0.461
1,"AEAD_DECRYPT_DATA",20,35,0.035
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,209,0.209
1,"AUTH_GEN",1,189,0.189
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",20,120,0.12
0,"AUTH_ACK_VERIFY",1,188,0.188
0,"AUTH_GEN",1,193,0.193
