Node,OpName,Count,Total_us,Total_ms
29,"AEAD_ENCRYPT_GROUP_A",1,6,0.006
29,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
29,"AUTH_VERIFY",2,781,0.781
1,"AEAD_DECRYPT_DATA",88,243,0.243
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,283,0.283
1,"AUTH_GEN",1,173,0.173
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",88,814,0.814
0,"AUTH_ACK_VERIFY",1,283,0.283
0,"AUTH_GEN",1,224,0.224
