Node,OpName,Count,Total_us,Total_ms
9,"AEAD_ENCRYPT_GROUP_A",1,4,0.004
9,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
9,"AUTH_VERIFY",2,483,0.483
1,"AEAD_DECRYPT_DATA",500,1156,1.156
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,195,0.195
1,"AUTH_GEN",1,205,0.205
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",500,3575,3.575
0,"AUTH_ACK_VERIFY",1,184,0.184
0,"AUTH_GEN",1,215,0.215
