Node,OpName,Count,Total_us,Total_ms
1,"AEAD_DECRYPT_DATA",88,263,0.263
1,"AEAD_DECRYPT_GROUP",1,2,0.002
1,"AUTH_ACK_VERIFY",1,220,0.22
1,"AUTH_GEN",1,220,0.22
39,"AEAD_ENCRYPT_GROUP_A",1,5,0.005
39,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
39,"AUTH_VERIFY",2,547,0.547
0,"AEAD_ENCRYPT_DATA",88,755,0.755
0,"AUTH_ACK_VERIFY",1,269,0.269
0,"AUTH_GEN",1,251,0.251
