Node,OpName,Count,Total_us,Total_ms
69,"AEAD_ENCRYPT_GROUP_A",1,4,0.004
69,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
69,"AUTH_VERIFY",2,587,0.587
1,"AEAD_DECRYPT_DATA",512,1761,1.761
1,"AEAD_DECRYPT_GROUP",1,2,0.002
1,"AUTH_ACK_VERIFY",1,251,0.251
1,"AUTH_GEN",1,231,0.231
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",512,5404,5.404
0,"AUTH_ACK_VERIFY",1,318,0.318
0,"AUTH_GEN",1,187,0.187
