Node,OpName,Count,Total_us,Total_ms
4,"AEAD_ENCRYPT_GROUP_A",1,5,0.005
4,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
4,"AUTH_VERIFY",2,581,0.581
1,"AEAD_DECRYPT_DATA",20,40,0.04
1,"AEAD_DECRYPT_GROUP",1,2,0.002
1,"AUTH_ACK_VERIFY",1,220,0.22
1,"AUTH_GEN",1,436,0.436
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",20,134,0.134
0,"AUTH_ACK_VERIFY",1,250,0.25
0,"AUTH_GEN",1,305,0.305
