Node,PktsSent,PktsRecv,BytesSent,BytesRecv,AvgDelay_s,Crypto_ms,InitE_J,FinalE_J
4,4,2,356,320,0.000000,0.589000,0.000000,0.000000
3,0,0,0,0,0.000000,0.000000,0.000000,0.000000
2,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1,1,22,160,1249,0.000187,0.698000,0.000000,0.000000
0,21,2,1231,178,0.000000,0.691000,0.000000,0.000000
ALL,26,26,1747,1747,0.000158,1.978000,0.000000,0.000000
