Node,OpName,Count,Total_us,Total_ms
4,"AEAD_ENCRYPT_GROUP_A",1,51,0.051
4,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
4,"AUTH_VERIFY",2,573,0.573
1,"AEAD_DECRYPT_DATA",20,32,0.032
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,210,0.21
1,"AUTH_GEN",1,211,0.211
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",20,93,0.093
0,"AUTH_ACK_VERIFY",1,183,0.183
0,"AUTH_GEN",1,211,0.211
