Node,OpName,Count,Total_us,Total_ms
4,"AEAD_ENCRYPT_GROUP_A",1,7,0.007
4,"AEAD_ENCRYPT_GROUP_B",1,4,0.004
4,"AUTH_VERIFY",2,460,0.46
1,"AEAD_DECRYPT_DATA",20,29,0.029
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,233,0.233
1,"AUTH_GEN",1,202,0.202
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",20,104,0.104
0,"AUTH_ACK_VERIFY",1,188,0.188
0,"AUTH_GEN",1,182,0.182
