Node,OpName,Count,Total_us,Total_ms
1,"AEAD_DECRYPT_DATA",88,224,0.224
1,"AEAD_DECRYPT_GROUP",1,2,0.002
1,"AUTH_ACK_VERIFY",1,206,0.206
1,"AUTH_GEN",1,304,0.304
39,"AEAD_ENCRYPT_GROUP_A",1,4,0.004
39,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
39,"AUTH_VERIFY",2,759,0.759
0,"AEAD_ENCRYPT_DATA",88,747,0.747
0,"AUTH_ACK_VERIFY",1,268,0.268
0,"AUTH_GEN",1,214,0.214
