Node,OpName,Count,Total_us,Total_ms
29,"AEAD_ENCRYPT_GROUP_A",1,4,0.004
29,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
29,"AUTH_VERIFY",2,555,0.555
1,"AEAD_DECRYPT_DATA",512,1001,1.001
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,236,0.236
1,"AUTH_GEN",1,114,0.114
0,"AEAD_DECRYPT_GROUP",1,3,0.003
0,"AEAD_ENCRYPT_DATA",512,3820,3.82
0,"AUTH_ACK_VERIFY",1,223,0.223
0,"AUTH_GEN",1,189,0.189
