Node,OpName,Count,Total_us,Total_ms
69,"AEAD_ENCRYPT_GROUP_A",1,5,0.005
69,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
69,"AUTH_VERIFY",2,597,0.597
1,"AEAD_DECRYPT_DATA",88,236,0.236
1,"AEAD_DECRYPT_GROUP",1,3,0.003
1,"AUTH_ACK_VERIFY",1,283,0.283
1,"AUTH_GEN",1,243,0.243
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",88,774,0.774
0,"AUTH_ACK_VERIFY",1,271,0.271
0,"AUTH_GEN",1,279,0.279
