Node,OpName,Count,Total_us,Total_ms
9,"AEAD_ENCRYPT_GROUP_A",1,6,0.006
9,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
9,"AUTH_VERIFY",2,644,0.644
1,"AEAD_DECRYPT_DATA",88,319,0.319
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,264,0.264
1,"AUTH_GEN",1,184,0.184
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",88,1208,1.208
0,"AUTH_ACK_VERIFY",1,273,0.273
0,"AUTH_GEN",1,262,0.262
