Node,OpName,Count,Total_us,Total_ms
9,"AEAD_ENCRYPT_GROUP_A",1,4,0.004
9,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
9,"AUTH_VERIFY",2,453,0.453
1,"AEAD_DECRYPT_DATA",500,1398,1.398
1,"AEAD_DECRYPT_GROUP",1,7,0.007
1,"AUTH_ACK_VERIFY",1,242,0.242
1,"AUTH_GEN",1,183,0.183
0,"AEAD_DECRYPT_GROUP",1,3,0.003
0,"AEAD_ENCRYPT_DATA",500,3592,3.592
0,"AUTH_ACK_VERIFY",1,237,0.237
0,"AUTH_GEN",1,217,0.217
