Node,OpName,Count,Total_us,Total_ms
49,"AEAD_ENCRYPT_GROUP_A",1,4,0.004
49,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
49,"AUTH_VERIFY",2,582,0.582
1,"AEAD_DECRYPT_DATA",880,2203,2.203
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,213,0.213
1,"AUTH_GEN",1,195,0.195
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",880,7835,7.835
0,"AUTH_ACK_VERIFY",1,242,0.242
0,"AUTH_GEN",1,206,0.206
