Node,PktsSent,PktsRecv,BytesSent,BytesRecv,AvgDelay_s,Crypto_ms,InitE_J,FinalE_J
49,4,2,356,320,0.000000,0.589000,500.000000,499.005018
48,0,0,0,0,0.000000,0.000000,500.000000,499.002132
47,0,0,0,0,0.000000,0.000000,500.000000,499.001704
46,0,0,0,0,0.000000,0.000000,500.000000,499.001372
45,0,0,0,0,0.000000,0.000000,500.000000,499.004339
44,0,0,0,0,0.000000,0.000000,500.000000,499.004567
43,0,0,0,0,0.000000,0.000000,500.000000,499.002364
42,0,0,0,0,0.000000,0.000000,500.000000,499.003876
41,0,0,0,0,0.000000,0.000000,500.000000,499.000673
40,0,0,0,0,0.000000,0.000000,500.000000,498.995292
39,0,0,0,0,0.000000,0.000000,500.000000,499.002221
38,0,0,0,0,0.000000,0.000000,500.000000,499.002805
37,0,0,0,0,0.000000,0.000000,500.000000,499.001449
36,0,0,0,0,0.000000,0.000000,500.000000,499.001358
35,0,0,0,0,0.000000,0.000000,500.000000,499.003876
34,0,0,0,0,0.000000,0.000000,500.000000,499.007108
33,0,0,0,0,0.000000,0.000000,500.000000,499.007867
32,0,0,0,0,0.000000,0.000000,500.000000,499.004319
31,0,0,0,0,0.000000,0.000000,500.000000,499.001093
30,0,0,0,0,0.000000,0.000000,500.000000,498.996918
29,0,0,0,0,0.000000,0.000000,500.000000,499.002357
12,0,0,0,0,0.000000,0.000000,500.000000,499.002096
11,0,0,0,0,0.000000,0.000000,500.000000,498.998586
10,0,0,0,0,0.000000,0.000000,500.000000,498.993849
9,0,0,0,0,0.000000,0.000000,500.000000,499.000797
8,0,0,0,0,0.000000,0.000000,500.000000,499.002995
7,0,0,0,0,0.000000,0.000000,500.000000,499.004145
6,0,0,0,0,0.000000,0.000000,500.000000,499.003317
5,0,0,0,0,0.000000,0.000000,500.000000,499.004574
4,0,0,0,0,0.000000,0.000000,500.000000,499.004913
3,0,0,0,0,0.000000,0.000000,500.000000,499.005776
2,0,0,0,0,0.000000,0.000000,500.000000,499.001334
1,1,882,160,48470,0.000046,2.612000,500.000000,499.004026
0,881,2,48452,178,0.000000,8.285000,500.000000,499.001791
13,0,0,0,0,0.000000,0.000000,500.000000,499.005770
14,0,0,0,0,0.000000,0.000000,500.000000,499.006527
15,0,0,0,0,0.000000,0.000000,500.000000,499.004312
16,0,0,0,0,0.000000,0.000000,500.000000,499.001703
17,0,0,0,0,0.000000,0.000000,500.000000,499.001764
18,0,0,0,0,0.000000,0.000000,500.000000,499.002980
19,0,0,0,0,0.000000,0.000000,500.000000,499.003214
20,0,0,0,0,0.000000,0.000000,500.000000,498.994247
21,0,0,0,0,0.000000,0.000000,500.000000,498.997339
22,0,0,0,0,0.000000,0.000000,500.000000,499.001612
23,0,0,0,0,0.000000,0.000000,500.000000,499.006534
24,0,0,0,0,0.000000,0.000000,500.000000,499.004680
25,0,0,0,0,0.000000,0.000000,500.000000,499.002336
26,0,0,0,0,0.000000,0.000000,500.000000,498.998916
27,0,0,0,0,0.000000,0.000000,500.000000,498.999719
28,0,0,0,0,0.000000,0.000000,500.000000,499.000943
ALL,886,886,48968,48968,0.000046,11.486000,25000.000000,24950.113503
