Node,OpName,Count,Total_us,Total_ms
49,"AEAD_ENCRYPT_GROUP_A",1,4,0.004
49,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
49,"AUTH_VERIFY",2,586,0.586
1,"AEAD_DECRYPT_DATA",4,8,0.008
1,"AEAD_DECRYPT_GROUP",1,2,0.002
1,"AUTH_ACK_VERIFY",1,199,0.199
1,"AUTH_GEN",1,129,0.129
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",4,36,0.036
0,"AUTH_ACK_VERIFY",1,185,0.185
0,"AUTH_GEN",1,154,0.154
