Node,OpName,Count,Total_us,Total_ms
4,"AEAD_ENCRYPT_GROUP_A",1,48,0.048
4,"AEAD_ENCRYPT_GROUP_B",1,3,0.003
4,"AUTH_VERIFY",2,875,0.875
1,"AEAD_DECRYPT_DATA",20,25,0.025
1,"AEAD_DECRYPT_GROUP",1,1,0.001
1,"AUTH_ACK_VERIFY",1,180,0.18
1,"AUTH_GEN",1,148,0.148
0,"AEAD_DECRYPT_GROUP",1,2,0.002
0,"AEAD_ENCRYPT_DATA",20,93,0.093
0,"AUTH_ACK_VERIFY",1,192,0.192
0,"AUTH_GEN",1,263,0.263
